Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Brand,Price_per_year,KM_per_year,Car_type
Maruti Suzuki Swift,ZXI BSIV,2014,87000,Petrol,Manual,299000.0,12,Maruti Suzuki,24916.67,7250.0,Non-Luxury
Skoda Octavia,Style,2022,29000,Petrol,Automatic,2125000.0,4,Skoda,531250.0,7250.0,Non-Luxury
Maruti Suzuki Ciaz,ZXi Plus,2016,68000,Petrol,Manual,440000.00000000006,10,Maruti Suzuki,44000.0,6800.0,Non-Luxury
Mahindra Thar,LX 4WD Hard Top BSVI,2022,41000,Petrol,Manual,1075000.0,4,Mahindra,268750.0,10250.0,Non-Luxury
Honda Amaze,S AT i-Vtech,2016,57000,Petrol,Automatic,375000.0,10,Honda,37500.0,5700.0,Non-Luxury
Audi Q5,Technology,2023,24000,Petrol,Automatic,4500000.0,3,Audi,1500000.0,8000.0,Non-Luxury
Hyundai Creta,SX Tech iVT,2024,23000,Petrol,Automatic,1600000.0,2,Hyundai,800000.0,11500.0,Non-Luxury
Tata Nexon,1.5 Revotorq XMA,2018,54000,Diesel,Automatic,450000.0,8,Tata,56250.0,6750.0,Non-Luxury
Skoda Slavia,1.5 TSI Ambition DSG,2024,42492,Petrol,Automatic,1193000.0,2,Skoda,596500.0,21246.0,Non-Luxury
Skoda Kylaq,Signature AT,2026,1100,Petrol,Automatic,1075000.0,0,Skoda,,,Non-Luxury
Maruti Suzuki Alto 800,CNG LXI,2015,73000,CNG,Manual,209000.0,11,Maruti Suzuki,19000.0,6636.36,Non-Luxury
Tata Harrier,XZ Plus Dark Edition BSVI,2021,58135,Diesel,Manual,1063000.0,5,Tata,212600.0,11627.0,Non-Luxury
Toyota Fortuner Legender,4x4 AT,2024,30000,Diesel,Automatic,4450000.0,2,Toyota,2225000.0,15000.0,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2017,74045,Petrol,Manual,333000.0,9,Maruti Suzuki,37000.0,8227.22,Non-Luxury
Ford Ecosport,1.5 Diesel Titanium BSIV,2019,68000,Diesel,Manual,570000.0,7,Ford,81428.57,9714.29,Non-Luxury
Honda Amaze,VX CVT Petrol,2020,64000,Petrol,Automatic,565000.0,6,Honda,94166.67,10666.67,Non-Luxury
Maruti Suzuki Baleno,Alpha AMT BSVI,2022,30400,Petrol,Automatic,725000.0,4,Maruti Suzuki,181250.0,7600.0,Non-Luxury
BMW 5 Series,520d Luxury Line,2018,99000,Diesel,Automatic,1849000.0,8,BMW,231125.0,12375.0,Non-Luxury
Mahindra Thar,LX Hard Top Diesel,2023,31000,Diesel,Manual,1155000.0,3,Mahindra,385000.0,10333.33,Non-Luxury
BMW 6 Series,GT 630i M Sport,2023,6000,Petrol,Automatic,5700000.0,3,BMW,1900000.0,2000.0,Luxury
Mercedes-Benz AMG GLA 35,4MATIC BSVI,2023,37000,Petrol,Automatic,3700000.0,3,Mercedes-Benz,1233333.33,12333.33,Non-Luxury
Maruti Suzuki Dzire,ZXI Plus,2018,62495,Petrol,Manual,467000.0,8,Maruti Suzuki,58375.0,7811.88,Non-Luxury
Maruti Suzuki Ciaz,1.4 AT Alpha,2018,102311,Petrol,Automatic,540000.0,8,Maruti Suzuki,67500.0,12788.88,Non-Luxury
Honda Amaze,S CVT Petrol BSIV,2019,32313,Petrol,Automatic,452000.0,7,Honda,64571.43,4616.14,Non-Luxury
Kia Carnival,Limousine Plus,2022,99000,Diesel,Automatic,2590000.0,4,Kia,647500.0,24750.0,Non-Luxury
Maruti Suzuki Baleno,1.2 Alpha,2018,53000,Petrol,Manual,445000.0,8,Maruti Suzuki,55625.0,6625.0,Non-Luxury
Hyundai Grand i10,1.2 Kappa Asta,2019,55000,Petrol,Manual,415000.00000000006,7,Hyundai,59285.71,7857.14,Non-Luxury
Toyota Glanza,V CVT,2020,55000,Petrol,Automatic,620000.0,6,Toyota,103333.33,9166.67,Non-Luxury
Maruti Suzuki Vitara Brezza,ZXI,2022,29185,Petrol,Manual,713000.0,4,Maruti Suzuki,178250.0,7296.25,Non-Luxury
Skoda Kushaq,1.0 TSI Active,2023,25000,Petrol,Manual,835000.0,3,Skoda,278333.33,8333.33,Non-Luxury
Honda Amaze,V CVT Petrol BSIV,2019,32722,Petrol,Automatic,516000.0,7,Honda,73714.29,4674.57,Non-Luxury
Audi Q3,35 TDI Quattro Premium Plus,2018,55000,Diesel,Automatic,1500000.0,8,Audi,187500.0,6875.0,Non-Luxury
Toyota Corolla Altis,1.8 VL CVT,2018,97142,Petrol,Automatic,777000.0,8,Toyota,97125.0,12142.75,Non-Luxury
Audi A6,35 TDI,2017,66000,Diesel,Automatic,1225000.0,9,Audi,136111.11,7333.33,Non-Luxury
Honda Amaze,S Option i-VTEC,2017,39000,Petrol,Manual,375000.0,9,Honda,41666.67,4333.33,Non-Luxury
MG Hector,Sharp DCT,2020,72000,Petrol,Automatic,800000.0,6,MG,133333.33,12000.0,Non-Luxury
Hyundai Venue,S Turbo DCT,2022,62211,Petrol,Automatic,925000.0,4,Hyundai,231250.0,15552.75,Non-Luxury
Maruti Suzuki Grand Vitara,Delta AT,2024,34226,Petrol,Automatic,1029000.0,2,Maruti Suzuki,514500.0,17113.0,Non-Luxury
Maruti Suzuki XL6,Zeta,2021,62000,Petrol,Manual,825000.0,5,Maruti Suzuki,165000.0,12400.0,Non-Luxury
Tata Tiago,1.2 Revotron XT,2017,72000,Petrol,Manual,310000.0,9,Tata,34444.44,8000.0,Non-Luxury
Maruti Suzuki Baleno,Zeta Diesel,2016,93146,Diesel,Manual,384000.0,10,Maruti Suzuki,38400.0,9314.6,Non-Luxury
Tata Tigor,1.2 Revotron XT,2018,88280,Petrol,Manual,275000.0,8,Tata,34375.0,11035.0,Non-Luxury
Maruti Suzuki Grand Vitara,Sigma,2023,48000,Petrol,Manual,925000.0,3,Maruti Suzuki,308333.33,16000.0,Non-Luxury
Maruti Suzuki Baleno,Zeta Diesel,2016,110204,Diesel,Manual,347000.0,10,Maruti Suzuki,34700.0,11020.4,Non-Luxury
Hyundai Creta,EX(O) iVT,2025,10000,Petrol,Automatic,1445000.0,1,Hyundai,1445000.0,10000.0,Non-Luxury
Kia Seltos,HTX IVT,2024,15856,Petrol,Automatic,1550000.0,2,Kia,775000.0,7928.0,Non-Luxury
Tata Nexon,XZ Plus S BSVI,2017,106841,Petrol,Manual,384000.0,9,Tata,42666.67,11871.22,Non-Luxury
Mahindra Thar,LX Hard Top Diesel,2026,38000,Diesel,Manual,1225000.0,0,Mahindra,,,Non-Luxury
Mercedes-Benz E-Class,E 350 d BSIV,2019,15200,Diesel,Automatic,3295000.0000000005,7,Mercedes-Benz,470714.29,2171.43,Non-Luxury
Mercedes-Benz GLC,300,2024,16000,Petrol,Automatic,6300000.0,2,Mercedes-Benz,3150000.0,8000.0,Luxury
Mahindra Thar,LX Hard Top Diesel RWD,2024,5500,Diesel,Manual,1300000.0,2,Mahindra,650000.0,2750.0,Non-Luxury
Honda Amaze,SX i-VTEC,2014,88651,Petrol,Manual,215000.0,12,Honda,17916.67,7387.58,Non-Luxury
Maruti Suzuki Swift,ZXI,2014,51965,Petrol,Manual,231000.0,12,Maruti Suzuki,19250.0,4330.42,Non-Luxury
Maruti Suzuki Grand Vitara,Zeta,2023,11201,Petrol,Manual,1185000.0,3,Maruti Suzuki,395000.0,3733.67,Non-Luxury
Mahindra Thar,LX 4WD Hard Top AT BSVI,2021,31000,Petrol,Automatic,1375000.0,5,Mahindra,275000.0,6200.0,Non-Luxury
Toyota Etios Liva,G,2016,61500,Petrol,Manual,225000.0,10,Toyota,22500.0,6150.0,Non-Luxury
Maruti Suzuki Invicto,Zeta Plus 7Str,2024,8500,Petrol,Automatic,2450000.0,2,Maruti Suzuki,1225000.0,4250.0,Non-Luxury
Hyundai i20,1.2 Asta,2018,84249,Petrol,Manual,401000.0,8,Hyundai,50125.0,10531.12,Non-Luxury
Nissan Magnite,XV Premium,2023,18478,Petrol,Manual,634000.0,3,Nissan,211333.33,6159.33,Non-Luxury
Maruti Suzuki Wagon R,VXI 1.2,2019,46641,Petrol,Manual,333000.0,7,Maruti Suzuki,47571.43,6663.0,Non-Luxury
Honda Amaze,S i-VTEC,2015,40180,Petrol,Manual,318000.0,11,Honda,28909.09,3652.73,Non-Luxury
Kia Seltos,Gravity Diesel,2025,18000,Diesel,Manual,1895000.0,1,Kia,1895000.0,18000.0,Non-Luxury
Maruti Suzuki Swift,VXI,2013,71414,Petrol,Manual,264000.0,13,Maruti Suzuki,20307.69,5493.38,Non-Luxury
Hyundai i20,Sportz 1.2,2020,61538,Petrol,Manual,474000.0,6,Hyundai,79000.0,10256.33,Non-Luxury
Maruti Suzuki Swift,ZXI,2015,88959,Petrol,Manual,287000.0,11,Maruti Suzuki,26090.91,8087.18,Non-Luxury
Honda Amaze,S i-VTEC,2017,70000,Petrol,Manual,345000.0,9,Honda,38333.33,7777.78,Non-Luxury
Jeep Compass,1.4 Limited,2019,56000,Petrol,Automatic,1150000.0,7,Jeep,164285.71,8000.0,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2017,57000,Petrol,Automatic,595000.0,9,Hyundai,66111.11,6333.33,Non-Luxury
Honda City,i VTEC CVT VX,2017,73312,Petrol,Automatic,420000.0,9,Honda,46666.67,8145.78,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2018,40000,Petrol,Automatic,725000.0,8,Hyundai,90625.0,5000.0,Non-Luxury
Honda Brio,VX,2017,73380,Petrol,Manual,314000.0,9,Honda,34888.89,8153.33,Non-Luxury
Maruti Suzuki Celerio,VXI,2015,73944,Petrol,Manual,221000.0,11,Maruti Suzuki,20090.91,6722.18,Non-Luxury
Tata Nexon,1.2 Revotron XZ,2018,54000,Petrol,Manual,449000.0,8,Tata,56125.0,6750.0,Non-Luxury
Hyundai i10,Magna 1.2 iTech SE,2015,48867,Petrol,Manual,237000.0,11,Hyundai,21545.45,4442.45,Non-Luxury
Maruti Suzuki Swift,LXI Optional-O,2017,54030,Petrol,Manual,316000.0,9,Maruti Suzuki,35111.11,6003.33,Non-Luxury
Maruti Suzuki Ciaz,Alpha BSIV,2019,71000,Petrol,Manual,590000.0,7,Maruti Suzuki,84285.71,10142.86,Non-Luxury
Honda City,i VTEC CVT VX,2016,65247,Petrol,Automatic,454000.0,10,Honda,45400.0,6524.7,Non-Luxury
Hyundai Aura,SX,2023,7596,Petrol,Manual,562000.0,3,Hyundai,187333.33,2532.0,Non-Luxury
Land Rover Discovery Sport,Dynamic SE Diesel,2021,40000,Diesel,Automatic,3775000.0,5,Land Rover,755000.0,8000.0,Non-Luxury
Tata Zest,Revotron 1.2T XMS,2015,46000,Petrol,Manual,230000.0,11,Tata,20909.09,4181.82,Non-Luxury
Maruti Suzuki Celerio X,VXI,2018,41698,Petrol,Manual,286000.0,8,Maruti Suzuki,35750.0,5212.25,Non-Luxury
Kia Seltos,HTK,2024,31000,Petrol,Manual,1010000.0,2,Kia,505000.0,15500.0,Non-Luxury
Honda Amaze,S i-VTEC,2015,71528,Petrol,Manual,277000.0,11,Honda,25181.82,6502.55,Non-Luxury
Maruti Suzuki Swift Dzire,AMT VXI,2019,65000,Petrol,Automatic,435000.0,7,Maruti Suzuki,62142.86,9285.71,Non-Luxury
Tata Nexon,1.5 Revotorq XZ Plus,2018,85000,Diesel,Manual,400000.0,8,Tata,50000.0,10625.0,Non-Luxury
Tata Tigor,XZA Plus AMT,2024,51973,Petrol,Automatic,589000.0,2,Tata,294500.0,25986.5,Non-Luxury
Maruti Suzuki Swift,LXI Optional-O,2015,52862,Petrol,Manual,214000.0,11,Maruti Suzuki,19454.55,4805.64,Non-Luxury
Tata Harrier,XTA Plus AT BSVI,2021,43254,Diesel,Automatic,1022000.0,5,Tata,204400.0,8650.8,Non-Luxury
Honda City,ZX MT,2022,47531,Petrol,Manual,975000.0,4,Honda,243750.0,11882.75,Non-Luxury
Tata Tigor,XZA,2019,75000,Petrol,Automatic,450000.0,7,Tata,64285.71,10714.29,Non-Luxury
Toyota Yaris,V CVT,2020,53000,Petrol,Automatic,675000.0,6,Toyota,112500.0,8833.33,Non-Luxury
Mercedes-Benz S-Class,S400,2016,90000,Petrol,Automatic,3500000.0,10,Mercedes-Benz,350000.0,9000.0,Non-Luxury
Maruti Suzuki Celerio,VXI Optional MT BSIV,2018,40000,Petrol,Manual,325000.0,8,Maruti Suzuki,40625.0,5000.0,Non-Luxury
Honda City,V MT,2020,65000,Petrol,Manual,735000.0,6,Honda,122500.0,10833.33,Non-Luxury
Honda WR-V,i-VTEC S,2018,40000,Petrol,Manual,475000.0,8,Honda,59375.0,5000.0,Non-Luxury
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,25000,Diesel,Automatic,1350000.0,4,Mahindra,337500.0,6250.0,Non-Luxury
Mercedes-Benz GLA,200,2024,14000,Petrol,Automatic,4100000.0,2,Mercedes-Benz,2050000.0,7000.0,Non-Luxury
Honda Amaze,SX i-VTEC,2015,67710,Petrol,Manual,245000.00000000003,11,Honda,22272.73,6155.45,Non-Luxury
Tata Tigor,XZA Plus AMT BSVI,2022,16000,Petrol,Automatic,555000.0,4,Tata,138750.0,4000.0,Non-Luxury
Mahindra Thar,LX Hard Top,2023,48000,Petrol,Manual,1160000.0,3,Mahindra,386666.67,16000.0,Non-Luxury
Mercedes-Benz E-Class,E200 Edition E,2016,29000,Petrol,Automatic,1475000.0,10,Mercedes-Benz,147500.0,2900.0,Non-Luxury
Toyota Innova Crysta,2.7 GX AT 8S BSIV,2017,78000,Petrol,Automatic,894999.9999999999,9,Toyota,99444.44,8666.67,Non-Luxury
Tata Tiago,1.2 Revotron XZ,2017,60744,Petrol,Manual,279000.0,9,Tata,31000.0,6749.33,Non-Luxury
BMW X5,xDrive 40i SportX Plus,2022,5500000,Petrol,Automatic,5400000.0,4,BMW,1350000.0,1375000.0,Luxury
Maruti Suzuki Swift Dzire,AMT ZXI,2020,53370,Petrol,Automatic,435000.0,6,Maruti Suzuki,72500.0,8895.0,Non-Luxury
Tata Curvv,Pure Plus,2024,14000,Petrol,Manual,899000.0,2,Tata,449500.0,7000.0,Non-Luxury
Tata Tiago,1.2 Revotron XZ,2016,61000,Petrol,Manual,299000.0,10,Tata,29900.0,6100.0,Non-Luxury
Hyundai Venue,S Opt Turbo DCT,2025,15685,Petrol,Automatic,1125000.0,1,Hyundai,1125000.0,15685.0,Non-Luxury
Hyundai i10,Magna,2014,55000,Petrol,Manual,215000.0,12,Hyundai,17916.67,4583.33,Non-Luxury
Maruti Suzuki Swift Dzire,LXI BSVI,2022,26000,Petrol,Manual,550000.0,4,Maruti Suzuki,137500.0,6500.0,Non-Luxury
Volkswagen Tiguan R Line,2.0L TSI,2026,500,Petrol,Automatic,4100000.0,0,Volkswagen,,,Non-Luxury
Tata Tiago,1.2 Revotron XT,2021,34924,Petrol,Manual,445000.0,5,Tata,89000.0,6984.8,Non-Luxury
Maruti Suzuki Swift,LXI,2017,133651,Petrol,Manual,256000.0,9,Maruti Suzuki,28444.44,14850.11,Non-Luxury
Hyundai Aura,S CNG,2021,73000,CNG,Manual,570000.0,5,Hyundai,114000.0,14600.0,Non-Luxury
Toyota Yaris,J CVT BSIV,2019,65000,Petrol,Automatic,575000.0,7,Toyota,82142.86,9285.71,Non-Luxury
Maruti Suzuki Wagon R,LXI BS IV,2015,45000,Petrol,Manual,235000.0,11,Maruti Suzuki,21363.64,4090.91,Non-Luxury
Ford Ecosport,1.5 Ti VCT MT Ambiente BSIV,2016,55360,Petrol,Manual,298000.0,10,Ford,29800.0,5536.0,Non-Luxury
Tata Tiago,XT BSVI,2021,22544,Petrol,Manual,412000.0,5,Tata,82400.0,4508.8,Non-Luxury
Maruti Suzuki Ciaz,1.4 AT Zeta,2017,48006,Petrol,Automatic,485000.0,9,Maruti Suzuki,53888.89,5334.0,Non-Luxury
Skoda Octavia,Style,2021,45000,Petrol,Automatic,1999000.0,5,Skoda,399800.0,9000.0,Non-Luxury
BMW X5,xDrive40i M Sport,2024,39000,Petrol,Automatic,8400000.0,2,BMW,4200000.0,19500.0,Luxury
Hyundai i20,Sportz Petrol,2013,86237,Petrol,Manual,241000.0,13,Hyundai,18538.46,6633.62,Non-Luxury
Tata Nexon,1.2 Revotron XZ Plus,2020,26718,Petrol,Manual,562000.0,6,Tata,93666.67,4453.0,Non-Luxury
Maruti Suzuki Baleno,Zeta Diesel,2019,45171,Diesel,Manual,501000.0,7,Maruti Suzuki,71571.43,6453.0,Non-Luxury
Toyota Fortuner,4X2 AT,2024,13500,Petrol,Automatic,3590000.0,2,Toyota,1795000.0,6750.0,Non-Luxury
Honda Mobilio,S i-VTEC,2015,68000,Petrol,Manual,359000.0,11,Honda,32636.36,6181.82,Non-Luxury
Mahindra Thar,LX 4WD Hard Top BSVI,2021,72000,Petrol,Manual,1015000.0,5,Mahindra,203000.0,14400.0,Non-Luxury
Maruti Suzuki Grand Vitara,Zeta,2023,25530,Petrol,Manual,1148000.0,3,Maruti Suzuki,382666.67,8510.0,Non-Luxury
Mahindra Thar,LX Hard Top AT RWD,2024,22000,Petrol,Automatic,1250000.0,2,Mahindra,625000.0,11000.0,Non-Luxury
Land Rover Range Rover Velar,R-Dynamic S Petrol MY21,2020,29500,Petrol,Automatic,4975000.0,6,Land Rover,829166.67,4916.67,Non-Luxury
Toyota Innova Crysta,2.4 ZX 7 STR AT,2020,76000,Diesel,Automatic,1849000.0,6,Toyota,308166.67,12666.67,Non-Luxury
Maruti Suzuki Swift Dzire,VXI BSVI,2021,17000,Petrol,Manual,625000.0,5,Maruti Suzuki,125000.0,3400.0,Non-Luxury
Land Rover Discovery,HSE 2.0 SD4,2017,72000,Petrol,Automatic,2590000.0,9,Land Rover,287777.78,8000.0,Non-Luxury
Tata Nexon,XM BSVI,2021,40000,Petrol,Manual,590000.0,5,Tata,118000.0,8000.0,Non-Luxury
Mercedes-Benz GLA,200,2024,5500,Petrol,Automatic,4250000.0,2,Mercedes-Benz,2125000.0,2750.0,Non-Luxury
Toyota Glanza,G CNG BSVI,2023,85000,CNG,Manual,740000.0,3,Toyota,246666.67,28333.33,Non-Luxury
Tata Nexon,1.5 Revotorq XMA,2019,92000,Diesel,Automatic,545000.0,7,Tata,77857.14,13142.86,Non-Luxury
Maruti Suzuki Swift,LXI,2019,60000,Petrol,Manual,450000.0,7,Maruti Suzuki,64285.71,8571.43,Non-Luxury
Maruti Suzuki Wagon R,CNG LXI Opt,2021,54000,CNG,Manual,456000.0,5,Maruti Suzuki,91200.0,10800.0,Non-Luxury
Mahindra Scorpio,S9,2021,73000,Diesel,Manual,1240000.0,5,Mahindra,248000.0,14600.0,Non-Luxury
Honda Brio,VX AT,2014,21005,Petrol,Automatic,245000.00000000003,12,Honda,20416.67,1750.42,Non-Luxury
Maruti Suzuki Ertiga,ZXI,2013,71000,Petrol,Manual,355000.0,13,Maruti Suzuki,27307.69,5461.54,Non-Luxury
Mahindra Scorpio N,Z8L 6 Str Diesel 2023-2025,2024,26000,Diesel,Manual,2075000.0,2,Mahindra,1037500.0,13000.0,Non-Luxury
BYD Seal,Premium Range,2024,12000,Electric,Automatic,3750000.0,2,BYD,1875000.0,6000.0,Non-Luxury
Maruti Suzuki Wagon R,CNG LXI,2021,75000,CNG,Manual,425000.0,5,Maruti Suzuki,85000.0,15000.0,Non-Luxury
Tata Punch,Adventure AMT,2024,15000,Petrol,Automatic,625000.0,2,Tata,312500.0,7500.0,Non-Luxury
Maruti Suzuki Wagon R,VXI BS IV,2013,81000,Petrol,Manual,149000.0,13,Maruti Suzuki,11461.54,6230.77,Non-Luxury
Maruti Suzuki Vitara Brezza,VDi,2019,60000,Diesel,Manual,565000.0,7,Maruti Suzuki,80714.29,8571.43,Non-Luxury
Hyundai Creta,1.6 VTVT S,2016,65000,Petrol,Manual,625000.0,10,Hyundai,62500.0,6500.0,Non-Luxury
Maruti Suzuki Swift,VXI,2018,52000,Petrol,Manual,475000.0,8,Maruti Suzuki,59375.0,6500.0,Non-Luxury
Maruti Suzuki Celerio,VXI CNG Optional BSIV,2018,67000,CNG,Manual,370000.0,8,Maruti Suzuki,46250.0,8375.0,Non-Luxury
Kia Seltos,HTK Plus G,2022,28000,Petrol,Manual,1050000.0,4,Kia,262500.0,7000.0,Non-Luxury
MG Hector,Shine CVT,2021,34000,Petrol,Automatic,1090000.0,5,MG,218000.0,6800.0,Non-Luxury
Maruti Suzuki Celerio,VXI CNG BSIV,2018,67000,CNG,Manual,390000.0,8,Maruti Suzuki,48750.0,8375.0,Non-Luxury
Maruti Suzuki Swift,VXI,2018,23115,Petrol,Manual,459000.0,8,Maruti Suzuki,57375.0,2889.38,Non-Luxury
Kia Seltos,HTK Plus G,2020,63000,Petrol,Manual,749000.0,6,Kia,124833.33,10500.0,Non-Luxury
Tata Harrier,XZA Dual Tone AT BSVI,2020,89000,Diesel,Automatic,1090000.0,6,Tata,181666.67,14833.33,Non-Luxury
Toyota Fortuner,4X2 Diesel,2025,23500,Diesel,Manual,3745000.000000001,1,Toyota,3745000.0,23500.0,Non-Luxury
Toyota Yaris,VX CVT BSIV,2018,67000,Petrol,Automatic,599000.0,8,Toyota,74875.0,8375.0,Non-Luxury
Mahindra XUV700,AX5 5Str AT,2022,41611,Petrol,Automatic,1515000.0,4,Mahindra,378750.0,10402.75,Non-Luxury
Renault Kiger,RXZ AMT,2021,46398,Petrol,Automatic,561000.0,5,Renault,112200.0,9279.6,Non-Luxury
Mercedes-Benz B Class,B180 Sports,2014,37000,Petrol,Automatic,975000.0,12,Mercedes-Benz,81250.0,3083.33,Non-Luxury
Toyota Glanza,G,2026,100,Petrol,Manual,875000.0,0,Toyota,,,Non-Luxury
Tata Nexon,XMA Plus AMT S BSVI,2022,76208,Petrol,Automatic,602000.0,4,Tata,150500.0,19052.0,Non-Luxury
Hyundai Venue,S BSIV,2020,52000,Petrol,Manual,585000.0,6,Hyundai,97500.0,8666.67,Non-Luxury
Hyundai Venue,S,2020,52000,Petrol,Manual,585000.0,6,Hyundai,97500.0,8666.67,Non-Luxury
Hyundai Venue,S BSIV,2020,52000,Petrol,Manual,590000.0,6,Hyundai,98333.33,8666.67,Non-Luxury
Audi Q3,35 TDI Quattro Premium Plus,2015,76700,Diesel,Automatic,751000.0,11,Audi,68272.73,6972.73,Non-Luxury
BMW X5,xDrive 40i SportX Plus,2021,53000,Petrol,Automatic,5500000.0,5,BMW,1100000.0,10600.0,Luxury
Toyota Glanza,G CNG BSVI,2023,85000,CNG,Manual,745000.0,3,Toyota,248333.33,28333.33,Non-Luxury
Mercedes-Benz GLC Coupe,300d 4MATIC BSVI,2021,59000,Diesel,Automatic,4250000.0,5,Mercedes-Benz,850000.0,11800.0,Non-Luxury
Tata Nexon,XM S Diesel,2022,54085,Diesel,Manual,593000.0,4,Tata,148250.0,13521.25,Non-Luxury
Toyota Glanza,G CNG,2023,85000,CNG,Manual,749000.0,3,Toyota,249666.67,28333.33,Non-Luxury
Maruti Suzuki Swift Dzire,AMT VXI,2018,57000,Petrol,Automatic,435000.0,8,Maruti Suzuki,54375.0,7125.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,74000,Petrol,Automatic,2375000.0,8,Mercedes-Benz,296875.0,9250.0,Non-Luxury
Tata Nexon,XM BSVI,2021,55017,Petrol,Manual,581000.0,5,Tata,116200.0,11003.4,Non-Luxury
Tata Nexon,1.2 Revotron XZA Plus,2019,61000,Petrol,Automatic,520000.0,7,Tata,74285.71,8714.29,Non-Luxury
Mercedes-Benz S-Class,S450 4Matic BSVI,2022,8900,Petrol,Automatic,11100000.000000002,4,Mercedes-Benz,2775000.0,2225.0,Luxury
Tata Tiago,XT BSVI,2021,41576,Petrol,Manual,373000.0,5,Tata,74600.0,8315.2,Non-Luxury
Skoda Kodiaq,2.0 TDI Style,2018,75000,Diesel,Automatic,1390000.0,8,Skoda,173750.0,9375.0,Non-Luxury
Hyundai Tucson,2.0 Dual VTVT 2WD AT GL,2017,95364,Petrol,Automatic,739000.0,9,Hyundai,82111.11,10596.0,Non-Luxury
Audi A4,30 TFSI Technology,2018,55000,Petrol,Automatic,1695000.0,8,Audi,211875.0,6875.0,Non-Luxury
Skoda Superb,Style 1.8 TSI AT,2018,60000,Petrol,Automatic,1400000.0,8,Skoda,175000.0,7500.0,Non-Luxury
Nissan Terrano,XL,2016,62000,Petrol,Manual,355000.0,10,Nissan,35500.0,6200.0,Non-Luxury
Tata Tiago,1.2 Revotron XZA,2017,68000,Petrol,Automatic,315000.0,9,Tata,35000.0,7555.56,Non-Luxury
Skoda Octavia,1.8 TSI AT Style,2018,59000,Petrol,Automatic,999000.0,8,Skoda,124875.0,7375.0,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2017,116983,Petrol,Manual,294000.0,9,Maruti Suzuki,32666.67,12998.11,Non-Luxury
Tata Tiago,1.2 Revotron XT,2017,31523,Petrol,Manual,298000.0,9,Tata,33111.11,3502.56,Non-Luxury
Audi Q3,2.0 TDI Quattro,2016,77000,Diesel,Automatic,975000.0,10,Audi,97500.0,7700.0,Non-Luxury
Skoda Octavia,1.8 TSI AT Style Plus,2017,103026,Petrol,Automatic,725000.0,9,Skoda,80555.56,11447.33,Non-Luxury
Tata Altroz,XZ Plus DCT BSVI,2022,49000,Petrol,Automatic,649000.0,4,Tata,162250.0,12250.0,Non-Luxury
Tata Tiago,1.2 Revotron XZ,2019,53000,Petrol,Manual,365000.0,7,Tata,52142.86,7571.43,Non-Luxury
Maruti Suzuki Swift,VXI AMT,2019,59653,Petrol,Automatic,413000.0,7,Maruti Suzuki,59000.0,8521.86,Non-Luxury
Volvo XC40,T4 R-Design,2020,18500,Petrol,Automatic,2600000.0,6,Volvo,433333.33,3083.33,Non-Luxury
Hyundai Xcent,1.2 VTVT S,2014,46574,Petrol,Manual,284000.0,12,Hyundai,23666.67,3881.17,Non-Luxury
Hyundai Grand i10 Nios,Sportz CNG,2022,46000,CNG,Manual,565000.0,4,Hyundai,141250.0,11500.0,Non-Luxury
Maruti Suzuki Swift,VXI AMT BSVI,2021,56000,Petrol,Automatic,520000.0,5,Maruti Suzuki,104000.0,11200.0,Non-Luxury
BMW 6 Series,GT 630i M Sport,2024,10000,Petrol,Automatic,6000000.0,2,BMW,3000000.0,5000.0,Luxury
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,65882,Petrol,Automatic,290000.0,12,Ford,24166.67,5490.17,Non-Luxury
Maruti Suzuki Swift,VXI AMT,2023,43000,Petrol,Automatic,649000.0,3,Maruti Suzuki,216333.33,14333.33,Non-Luxury
Maruti Suzuki Swift,LXi,2023,21405,Petrol,Manual,513000.0,3,Maruti Suzuki,171000.0,7135.0,Non-Luxury
Tata Nexon,1.5 Revotorq XT,2017,78000,Diesel,Manual,375000.0,9,Tata,41666.67,8666.67,Non-Luxury
Honda Amaze,V,2019,61986,Petrol,Manual,423000.00000000006,7,Honda,60428.57,8855.14,Non-Luxury
Maruti Suzuki Swift Dzire,LXI BSVI,2022,26000,Petrol,Manual,559000.0,4,Maruti Suzuki,139750.0,6500.0,Non-Luxury
Tata Nexon,XMA S AMT Diesel,2022,71000,Diesel,Automatic,725000.0,4,Tata,181250.0,17750.0,Non-Luxury
Maruti Suzuki Swift Dzire,ZDI,2017,70000,Diesel,Manual,450000.0,9,Maruti Suzuki,50000.0,7777.78,Non-Luxury
Tata Tiago,XZ Plus,2022,73225,Petrol,Manual,484000.0,4,Tata,121000.0,18306.25,Non-Luxury
Bentley Flying Spur,V8,2017,22000,Petrol,Automatic,15800000.0,9,Bentley,1755555.56,2444.44,Luxury
